YEAR,GEOID,Population,MedianAge,MHI,MedianRent,MedianValue,PercEduAttain,PercPoverty,PercWhite,PercBlack
2020,11001009807,3514,42.2,55000,1169,262500,94.1,18.8,7.6,0
2020,11001009810,2750,35.2,47630,1110,559000,96.2,21.8,1.2,0
2020,11001009811,4437,27.4,34275,954,293300,82.4,33.8,0,0
2020,11001009901,2486,49.5,104816,897,513400,92.8,5.8,0,0
2020,11001009902,3495,43.8,87401,1330,277100,88.9,13.9,0,0
2020,11001009903,2559,28.6,61172,994,353200,90.2,10,0.6,0
2020,11001009904,3208,25.9,48125,1068,312000,87.8,31.6,1.8,0
2020,11001009905,2773,32.8,50037,1230,330700,93.4,37,4,0
2020,11001009906,1737,44.5,36938,1003,261300,87.9,20.6,0.4,0
2020,11001009907,2942,27.1,37000,768,306100,75.6,29.8,0.7,0
2020,11001010100,2773,34.6,120483,2060,528800,98.5,11.1,0.5,0
2020,11001010201,2297,34.5,85648,2202,568500,99.1,5.2,1,0
2020,11001010202,1707,35.9,100333,1719,672600,97.4,6,1.3,0.1
2020,11001010300,4272,46.6,95313,1309,576700,86.7,11.3,1.5,0
2020,11001010400,4995,37.4,80474,966,294100,90.8,24.3,0,0
2020,11001010500,3927,35.2,92083,1554,432000,91.1,20.1,4.5,0
2020,11001010601,1862,30.1,95758,2272,NA,92.1,14.1,0.9,0
2020,11001010602,5262,34,150614,2540,677800,97.3,12.1,0.7,1.6
2020,11001010603,1864,27.6,117945,2609,NA,98.6,6.1,1,0
2020,11001010700,1772,32.4,89570,2159,587300,96.7,13.7,1.6,0
2020,11001010800,6351,19.9,32466,1757,NA,97.8,47,0.6,0.2
2020,11001010900,3400,27,39298,1170,NA,89.7,28.9,4.4,4.1
2020,11001011001,2345,44.4,115114,1958,353100,94.2,4.8,0,0
2020,11001011002,1760,51.5,105182,1723,387400,98.9,7,4.9,0
2020,11001011100,5227,40.2,63625,NA,508600,83.4,17.6,1.1,0
2020,11001980000,13,NA,NA,NA,NA,100,0,0,0
