YEAR,GEOID,Population,MedianAge,MHI,MedianRent,MedianValue,PercEduAttain,PercPoverty,PercWhite,PercBlack
2010,11001000100,4784,42,109947,1485,1000001,89.1,7,88.3,2.5
2010,11001000201,4227,19.4,NA,NA,NA,57.1,NA,85,5.8
2010,11001000202,4553,27.8,120114,2001,1000001,92,14.4,94.3,2.7
2010,11001000300,5664,30.3,101250,1767,799200,83.9,12,87.6,2.2
2010,11001000400,1296,40.7,158580,1528,1000001,89.3,4.9,95,1.3
2010,11001000501,3388,30.5,87415,1648,663500,89.6,14.3,89.4,3.2
2010,11001000502,3241,39.5,95694,1319,924000,81.2,7.2,82.4,4.6
2010,11001000600,4777,48.2,115648,1452,1000001,78.1,5.3,83.9,8.5
2010,11001000701,4585,49.3,79649,1277,393100,85.7,1.5,86.8,10.3
2010,11001000702,3106,30.3,63794,1298,326500,81,8.6,79.4,7
2010,11001000801,6286,43.1,114732,1775,708800,81.9,7,88.8,2.6
2010,11001000802,2595,41.1,92000,1237,771600,87.7,8.1,92.9,6.2
2010,11001000901,7789,19.8,213889,1591,1000001,88.6,4.9,89.2,3.8
2010,11001000902,2228,41.6,163750,2000,904200,82.5,5.7,94.4,1
2010,11001001001,8039,36.4,142697,1615,836900,84.6,7.7,88.9,4.7
2010,11001001002,3343,32.8,85543,1481,453100,73.8,15.9,71.3,12.5
2010,11001001100,4247,42,141607,1643,784400,85.3,7.4,89.1,3.9
2010,11001001200,5002,35,93785,1559,728000,85,9.7,84.9,3.3
2010,11001001301,4410,37,88981,1714,1000001,88.7,10.1,76.6,12.4
2010,11001001302,7012,34.4,78961,1560,422100,87.8,6.4,88.1,5
2010,11001001401,3149,39.6,109609,1406,922000,88.5,6.2,87,8.1
2010,11001001402,2958,46.7,100750,891,720600,71.2,6.8,72.4,22.9
2010,11001001500,5692,46.4,179125,2001,851100,82.3,3,83.3,14.5
2010,11001001600,4448,47.4,133824,942,716800,74.6,3.9,20.4,73.2
2010,11001001702,2465,38.3,91989,1377,419800,47,9.9,28.2,66.1
2010,11001001803,2965,44,35350,883,451600,32.3,14.3,11.6,76.6
2010,11001001804,4809,37.1,40281,876,462300,23.8,26.5,18.9,61.1
2010,11001001901,4197,42.6,48073,822,400300,38.1,10.6,8.6,83.4
2010,11001001902,2121,46.5,72273,985,423400,38,7.8,15.3,82.2
2010,11001002001,2668,39.4,43478,1005,654900,41.4,7,36.6,54
2010,11001002002,3604,43.9,53373,861,614400,39.1,11.5,26.5,61.3
2010,11001002101,4735,36.2,41886,916,347700,14.5,17,13.3,66.9
2010,11001002102,4331,39.2,42522,938,384700,30.1,12.2,4.4,75.1
2010,11001002201,3510,36.1,70541,1183,415400,28.6,3.5,12.5,76.6
2010,11001002202,2930,41.1,42283,810,340900,28.3,10.8,11,83.5
2010,11001002301,2998,40.7,61500,932,385000,30,12.3,12.1,78.6
2010,11001002302,1945,55.8,43342,1651,336500,33.1,30.9,33.3,67
2010,11001002400,3771,39.6,60082,958,410000,34,12.7,23.3,79.3
2010,11001002501,2295,41.4,48750,652,588800,36.4,28.4,17,73.1
2010,11001002502,4872,34.6,42199,901,466000,30.8,11,30,44.2
2010,11001002600,2276,48.6,144141,1226,874200,68.8,6,51.4,40.5
2010,11001002701,5414,32.2,58617,1085,563600,64,12.5,62.9,21.7
2010,11001002702,5103,34,95490,1210,768200,68.1,7.6,73.1,17
2010,11001002801,3867,30.3,43661,894,477900,34.8,20.9,35.1,42.8
2010,11001002802,3999,31,41453,887,360600,32.1,21.6,49.4,33.5
2010,11001002900,3885,30.8,56000,873,506200,36.6,18,44,35.9
2010,11001003000,3029,30.8,52228,1408,632400,57.6,23.1,43.9,49.8
2010,11001003100,2878,31.3,69063,1047,404100,33.3,7.8,42.1,40.5
2010,11001003200,4473,34.1,50665,732,379200,30.1,20.5,28.2,62.5
2010,11001003301,2827,36.3,83285,1189,563300,55.8,22.4,26.3,71.9
2010,11001003302,2198,33.6,80039,1331,514500,60,18.9,23.7,64.2
2010,11001003400,4832,20.3,30603,891,408400,48.5,34,12.4,81.1
2010,11001003500,2518,29.1,41136,743,405800,24,31.9,15.8,70.4
2010,11001003600,4273,34.9,46034,993,530800,35.4,19.5,38.1,51.2
2010,11001003700,5119,27.7,52292,952,419900,49.3,26.2,35,56.5
2010,11001003800,4074,35.1,76121,1288,605700,74.6,5.9,63.4,23.1
2010,11001003900,4476,34.8,72466,1278,377300,76.5,5.1,70.5,18.2
2010,11001004001,3250,37.8,100439,1525,564700,94.7,3.7,93.5,1.3
2010,11001004002,2319,33.8,85368,1407,577400,83.7,5.5,83.5,8.5
2010,11001004100,2708,42.7,97500,1354,1000001,84.1,4.2,87.1,3.7
2010,11001004201,3536,31.3,86406,1442,464100,78.5,19.6,72.8,12.2
2010,11001004202,2354,33.5,83588,1525,575800,89.9,4.8,84.7,2.3
2010,11001004300,2864,35.6,51016,1115,712100,63.2,19.3,66.1,29
2010,11001004400,4478,33.2,98030,1912,623800,74.2,12.3,63.4,30.1
2010,11001004600,2383,35.6,76623,1000,472400,40.8,19.1,23,72.9
2010,11001004701,3841,23.8,15119,452,473400,22.8,49,6,88.2
2010,11001004702,1616,36.9,43476,898,432100,48.3,33.1,30,58.9
2010,11001004801,1760,39.3,76618,910,551600,49.4,14.4,37.2,55.6
2010,11001004802,3061,34.3,42244,787,508600,34.8,13.7,22.5,60.6
2010,11001004901,1948,33,52375,671,799300,48.1,24.3,43.9,56.1
2010,11001004902,2625,29.9,78482,1251,590200,61.1,17.3,61.6,32.1
2010,11001005001,1576,37.5,119643,1508,649200,68.3,10.3,63.1,31
2010,11001005002,5820,34.4,73173,1087,475000,56.7,11.8,66,20.8
2010,11001005201,5203,34.5,64811,1416,487700,82.8,11.9,70.5,14.8
2010,11001005301,5981,35.6,91638,1482,440300,74.9,16.7,75.8,16.6
2010,11001005500,6065,34.8,88831,1787,562700,86.1,12.8,76.6,8.5
2010,11001005600,5043,31,61806,1403,386100,80,26.2,70,7.7
2010,11001005800,2675,32.8,119167,2001,476000,83.2,5.6,66.9,6.8
2010,11001005900,3956,35.3,66790,1860,471600,46.7,44.4,48.6,39.8
2010,11001006202,0,NA,NA,NA,NA,NA,NA,NA,NA
2010,11001006400,1925,37.8,21191,351,367800,22.7,31.1,3.1,89.1
2010,11001006500,2550,33.3,113542,1414,726400,89.7,1.3,95.3,3.1
2010,11001006600,1860,34.3,94878,1367,791700,90.1,8.7,92,0
2010,11001006700,4032,37.7,141004,1398,765800,81.4,4.6,78,15.4
2010,11001006801,1836,34.2,77955,973,453700,49.7,17.9,30.3,70
2010,11001006802,2128,37.3,86719,1349,474700,51.8,2.7,35.1,63.9
2010,11001006804,2496,34.1,NA,NA,NA,2.3,91.2,4.7,92
2010,11001006900,2227,34.4,115299,1455,590700,67.4,9.1,57.7,35
2010,11001007000,2248,33.8,92656,1651,555500,87,10.7,84.5,11.3
2010,11001007100,3344,29.8,29493,373,461500,38.9,45.4,26.3,71.4
2010,11001007200,1201,34.7,47885,1225,360800,55.3,11.7,36.4,58.2
2010,11001007301,2664,24.9,64821,2001,NA,39.9,1.4,67.9,24.4
2010,11001007304,3562,29.4,31856,495,278300,13.6,38.2,0.8,99.4
2010,11001007401,2242,23.6,19238,384,246400,10.3,57.3,5.6,94.4
2010,11001007403,2768,27.7,27333,855,229800,2.9,35.7,0.5,99.5
2010,11001007404,3322,19,26250,1056,292000,17.8,48.8,1.1,98.9
2010,11001007406,3173,21.5,27838,879,322100,8.7,47.2,0,100
2010,11001007407,2976,28.4,36453,886,239700,14.8,31.7,0.3,99.7
2010,11001007408,2675,26.8,17826,753,825000,3.4,53.3,2.2,97.8
2010,11001007409,3684,24.9,26636,774,312200,8.5,34.2,0,98.7
2010,11001007502,4000,29.7,31179,775,314500,13,37.8,1.3,98.7
2010,11001007503,2252,33.3,31551,874,261500,9,37.8,0,100
2010,11001007504,2907,28.8,20625,709,215600,11.5,47.6,2.1,97.9
2010,11001007601,3921,45.4,37687,779,283600,11.7,19.4,2.5,97.6
2010,11001007603,4425,41.7,49744,881,240600,27.2,12.5,4.8,89.4
2010,11001007604,3376,48.3,43968,816,403100,21.3,21.2,5.6,93.5
2010,11001007605,3409,42.4,42152,850,268100,17.8,28.5,4.6,96.1
2010,11001007703,5657,27.8,31955,816,229300,10.8,26.3,0.7,94.3
2010,11001007707,3748,33.8,38571,630,246500,19.3,16.1,2.4,97.9
2010,11001007708,2880,32.7,35534,886,231700,11.3,32,0.7,98.5
2010,11001007709,1564,47.2,25451,808,236600,13.7,16.1,6.5,95
2010,11001007803,2813,37.9,22685,923,250400,16.3,25.9,1.3,98.2
2010,11001007804,2976,35.5,25208,388,225900,8.8,35.8,0.2,99.1
2010,11001007806,2141,38.7,42171,740,255700,10,23,9,91
2010,11001007807,2029,37.8,27917,801,232400,8.6,27.9,1.1,98.9
2010,11001007808,3706,23.8,27531,550,232100,11.2,39.2,0.9,97
2010,11001007809,2711,35.6,22109,818,211300,10.9,35,1,99
2010,11001007901,3770,34.3,32692,950,389100,23.4,37.7,8.4,88
2010,11001007903,1475,46.1,43304,722,294400,19.4,16.1,4,95.4
2010,11001008001,2514,36,89128,1345,483200,56,11.7,45.6,52.9
2010,11001008002,3566,34.4,92874,1579,483800,55.4,7.5,51,40.7
2010,11001008100,3440,30.9,132321,1430,645000,80,6.6,78.2,19.4
2010,11001008200,2774,30.7,83214,1295,788900,90.8,13,91.2,3.7
2010,11001008301,2357,37.3,115216,1478,637900,78.3,7.3,81.4,14.6
2010,11001008302,2017,33.5,101667,1570,634000,91.6,2.8,83.1,12.3
2010,11001008402,2423,40.6,54683,1097,558100,50.2,19.7,49.4,49.6
2010,11001008410,1698,35.6,96667,1440,379100,40.4,14.5,13.8,81.2
2010,11001008701,2028,33.5,64464,1507,386100,30.6,8.3,9.3,92.1
2010,11001008702,1713,40,41232,534,363800,20,16.8,13.5,81.3
2010,11001008802,4386,35.7,38859,900,345600,23.9,27.4,9.3,87.9
2010,11001008803,1573,28,37833,792,309300,18,32.9,25.9,63.1
2010,11001008804,2751,41.8,25978,913,255600,8.8,40.3,1.3,98.2
2010,11001008903,2259,35.7,26556,867,236400,9.4,29.4,1.8,97.5
2010,11001008904,3280,38.7,27620,695,297600,14.3,25.8,2.4,97.9
2010,11001009000,2594,50.2,39653,351,331100,29.6,16.9,0.8,97.6
2010,11001009102,4965,32.4,32806,605,298000,13.5,32.8,9.6,90.9
2010,11001009201,1339,33.6,44939,924,282100,40.9,19.4,28.4,64.8
2010,11001009203,2541,32.4,51726,935,301300,30,12.4,17.2,77.2
2010,11001009204,2425,41.2,28814,811,243100,16.7,24.4,8.9,87
2010,11001009301,3485,41.8,72578,984,408500,43.7,23.2,26.9,72.9
2010,11001009302,1217,39.7,63958,817,399000,39.6,4.4,15.5,80.5
2010,11001009400,3982,45.3,70990,885,397200,36.3,8.7,9,88
2010,11001009501,6360,20.8,40536,1042,291300,21.2,19.7,38,53.5
2010,11001009503,2830,51.2,70875,1221,382300,51.3,8.8,14.3,82.2
2010,11001009504,2969,44.8,50500,875,348500,34.2,13,19.3,76
2010,11001009505,2677,47.2,62462,1537,354800,34.3,6.2,1.1,88.8
2010,11001009507,1901,46.2,62986,876,329600,27.6,4.4,6.8,91
2010,11001009508,3024,46.6,47410,1025,328700,31.2,9,1.6,91
2010,11001009509,2754,50.5,59286,1331,322500,28.5,5.5,7.4,88.7
2010,11001009601,2927,17.9,40929,550,321200,24.4,45.6,0,100
2010,11001009602,3017,26.7,24786,782,216700,2.9,41.8,0.3,98.5
2010,11001009603,3273,35.6,38404,849,237800,17.7,15.2,1.3,99.3
2010,11001009604,2022,41.6,37441,799,223600,21,20.1,0.5,99.5
2010,11001009700,2403,27.8,31549,902,276600,13.5,31.8,0.4,99.6
2010,11001009801,1529,19.7,31917,452,276300,20.1,39.6,1.6,98.4
2010,11001009802,1169,28.5,23633,614,263800,11.3,45.6,1.5,98.5
2010,11001009803,2374,28.4,30625,884,249000,11,24.3,1.4,98.6
2010,11001009804,2900,26,46554,841,232500,9.9,24.5,5.3,98.5
2010,11001009807,3232,41.4,42420,848,254700,10.6,14.5,1.3,98.7
2010,11001009810,2328,26.2,26234,770,181600,2.3,34.9,1.2,98.8
2010,11001009811,3530,25.6,21713,675,233300,6.2,46.2,0,100
2010,11001009901,2017,52.4,76736,1359,415700,43.8,6,7.7,94.4
2010,11001009902,2773,45.7,51400,1036,264400,28.7,23.4,5.2,94.3
2010,11001009903,1384,39.2,52554,987,272900,20.3,24.3,1.5,98.5
2010,11001009904,1618,31.1,35302,772,228300,9.9,23.8,0,97.7
2010,11001009905,2668,33.6,35186,803,259000,10.5,18.1,0.8,97.1
2010,11001009906,1670,37.5,34269,837,173700,13.2,13.1,0,93.5
2010,11001009907,2587,26.8,26612,503,213700,5.9,40.7,0.3,97.6
2010,11001010100,2115,31.9,51151,1169,358800,74.9,14,68.9,20.2
2010,11001010200,2661,42.9,74744,1258,343000,74.7,10.6,50.5,44.9
2010,11001010300,3163,36.3,56736,871,352900,39.8,4.9,26.4,61.2
2010,11001010400,4594,36.8,33500,734,244100,10.1,34.3,3.9,93.8
2010,11001010500,4230,35.2,57052,1091,377000,57.7,19.4,41,49
2010,11001010600,3637,34.1,65122,1630,407300,43.5,16.2,37.1,56.6
2010,11001010700,1881,27.1,55268,1688,465000,88.3,28.6,77.4,14.6
2010,11001010800,6818,19.7,11375,1324,275000,66.8,64.7,78.4,9.3
2010,11001010900,3200,22.7,28519,925,143400,14.6,48.4,0.8,98
2010,11001011000,4528,45.9,79297,1128,273400,60.6,17.4,50.9,49
2010,11001011100,4299,47,55353,818,353700,21.5,11.1,6.5,89.5
2011,11001000100,4802,41.1,136842,1784,1000001,92.6,6.3,88.3,1.2
2011,11001000201,4216,19.5,NA,NA,NA,85.7,100,83.1,7.6
2011,11001000202,4819,27.1,135893,2001,1000001,93.1,16.3,94.3,4.5
2011,11001000300,5386,32.3,99063,1674,771300,84.2,9.7,88.5,2.2
2011,11001000400,1433,43,182578,1633,1000001,84.4,4.7,92.5,2.8
2011,11001000501,3431,29.7,89191,1753,661500,91,14.9,91.9,3.3
2011,11001000502,3260,39.7,104375,1455,953500,84.8,4.4,87.3,5.6
2011,11001000600,4580,47,113922,1452,1000001,78.7,9.2,82.3,11.8
2011,11001000701,4481,44.3,81039,1364,395200,80.9,2.1,80.1,11
2011,11001000702,3426,31,66352,1417,328700,82.1,8,83.4,2.2
2011,11001000801,6763,44,118569,1843,735500,82.3,10.7,87.6,2.7
2011,11001000802,2575,38.7,92384,1429,739400,88.7,8.5,90.8,9.5
2011,11001000901,7460,20.2,219583,1444,1000001,88.8,6.5,87.6,6.7
2011,11001000902,2178,42.6,179167,1933,928000,83.6,4.6,95.6,1.2
2011,11001001001,7712,39.6,147500,1695,844400,85.4,5.1,88.3,4.3
2011,11001001002,3003,34.2,89119,1623,463600,74.9,16.2,73.6,10.2
2011,11001001100,4410,42.8,128909,1513,826700,81.9,6.9,87.2,5.6
2011,11001001200,5093,36.8,109405,1524,760100,85.9,7.5,83.4,4.8
2011,11001001301,4220,35.8,79098,1810,1000001,89.8,12.5,79.1,9
2011,11001001302,7080,35.3,78140,1566,408800,88.8,7.4,88.3,4.8
2011,11001001401,3326,39.7,126576,1513,905800,84.3,4.6,83.2,6.8
2011,11001001402,2837,46.6,87826,919,756100,72.5,6,76.7,19.7
2011,11001001500,5933,46.7,179859,2001,849600,83.4,2,82.1,13.8
2011,11001001600,4432,48.6,135403,1044,710200,73.3,3.8,21.5,72.7
2011,11001001702,2783,38.8,106154,1681,443000,52.1,12.1,33.8,62.1
2011,11001001803,3106,39.8,38000,940,513200,32.6,12.2,9.3,72.5
2011,11001001804,4645,37.2,38007,903,465500,25,26.5,19.1,62.9
2011,11001001901,4056,43.3,53750,1044,387000,38,2.3,7.6,84.5
2011,11001001902,2122,44.2,64196,994,407100,38.9,8.2,14.2,82.3
2011,11001002001,2507,38.9,47878,1072,753300,36.3,7.9,31,51.9
2011,11001002002,3673,44.3,56808,906,589600,42.4,11.8,23,63.2
2011,11001002101,5157,36,43769,953,338400,17.3,18.8,15.5,66.4
2011,11001002102,5064,33.2,45046,959,374900,31.6,15.8,12.3,67.2
2011,11001002201,3733,36.5,60882,1247,377000,28.4,3.3,10,78.6
2011,11001002202,3101,39.7,44096,819,346000,33.8,13.8,10.7,79.4
2011,11001002301,3059,37.8,54167,855,395600,36.6,15.4,12.8,77.2
2011,11001002302,1564,46.1,54022,1798,337700,40.7,27.6,29.3,68.6
2011,11001002400,3578,36.9,63342,1227,420600,38,15,27.4,69.8
2011,11001002501,2367,40,32067,905,585300,38.7,33.8,17.9,77.3
2011,11001002502,5018,35.1,42604,922,459200,29.2,13.5,29.6,49.8
2011,11001002600,2344,47.1,126944,1267,869600,67.3,4.3,41.3,51.6
2011,11001002701,5070,33,58659,1243,578800,65.8,12.6,70,21.9
2011,11001002702,5198,33.3,99524,1240,792000,62.4,8.5,69.8,22.1
2011,11001002801,3930,29.6,46393,1003,428000,36.4,24.7,43.7,42.1
2011,11001002802,4238,30.9,45625,950,361200,35,19.8,57.6,31.3
2011,11001002900,4408,30.4,60861,951,538400,44.6,14.8,52,29
2011,11001003000,3346,30,60459,1410,613200,58.6,24.2,47,47.3
2011,11001003100,2758,32.5,74637,1034,379600,37.5,6.3,43.7,39.6
2011,11001003200,4550,35.6,62361,763,363400,33,17.2,36.1,56
2011,11001003301,2840,36,86101,1201,547300,56,18.5,26.3,72.4
2011,11001003302,2352,33.3,97216,1391,517100,62.1,16.2,32,60.3
2011,11001003400,5526,20.8,46365,1017,371600,45.6,20.4,23.8,68.2
2011,11001003500,3441,23.6,63510,955,457600,27.9,24.3,19.2,71.9
2011,11001003600,4204,33.9,47656,1047,579700,46.3,18.2,45.1,43.7
2011,11001003700,5068,29,60324,1096,423300,58,20.2,43,50.1
2011,11001003800,4391,33.7,79120,1273,583200,72.9,9.4,61.7,23.1
2011,11001003900,4584,34.5,76107,1333,405900,78.6,5.5,68.8,17.8
2011,11001004001,3301,37.8,98425,1540,500000,94.4,3.2,95.1,2.1
2011,11001004002,2338,34.8,89189,1484,576500,83.7,4.8,83.5,6.7
2011,11001004100,2767,43.1,105341,1624,942000,84.5,3.1,88.4,4.2
2011,11001004201,3430,31.3,89353,1564,456900,82.3,13.3,78.9,11.3
2011,11001004202,2451,32.5,81326,1528,532000,90.1,6.1,82.9,2.8
2011,11001004300,2851,36.3,64959,1212,756800,63.8,18,65.2,30.5
2011,11001004400,5114,34,101853,1817,595700,74.8,14.5,60.3,29.6
2011,11001004600,2536,35.2,78257,1179,466000,37.4,10.4,24,69.8
2011,11001004701,2959,29.9,19572,600,455700,39,38.6,16,74.6
2011,11001004702,1470,38.1,70490,1137,431600,58.2,30.6,44.8,48.8
2011,11001004801,1784,39.4,82866,1071,569900,53.9,10.8,39.7,54.3
2011,11001004802,3029,35.2,57943,894,460600,42.1,13.5,30.4,53.8
2011,11001004901,2314,31.1,50948,619,686500,49.9,21.3,48.4,50.7
2011,11001004902,2849,29.8,89267,1441,573300,60.4,15,65.3,26.4
2011,11001005001,1829,35.7,135313,1645,676700,71.2,8.9,64.7,30.3
2011,11001005002,6054,34.2,81744,1221,506900,60.7,9.4,72,17.8
2011,11001005201,5501,33.4,72340,1471,474800,83.7,10.6,73.2,14.6
2011,11001005301,5107,32.9,93006,1622,467800,89.9,7.9,87.8,6
2011,11001005500,6424,33,94489,1931,594300,86.8,14.8,77.7,8.5
2011,11001005600,5504,28.6,64028,1431,395500,80.3,27.1,72.1,7.5
2011,11001005800,2784,34.3,120329,2001,473800,83,6.8,68.2,6.2
2011,11001005900,3663,31.9,83911,2001,463500,55.1,36.6,53.5,37.8
2011,11001006202,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,11001006400,1710,39.7,20965,392,366700,17.9,33.7,2.3,89.9
2011,11001006500,2508,33.2,127963,1395,719400,86.8,2.8,93.8,3.5
2011,11001006600,1851,32.9,123170,1465,832600,91.8,5.7,94,1
2011,11001006700,4094,37.7,145313,1534,753800,84.4,3,80.1,12.9
2011,11001006801,2035,36.4,83618,1093,453300,48.2,12.8,34.4,65.4
2011,11001006802,2332,34.7,99500,1401,509800,50.7,5.7,41.6,57.2
2011,11001006804,2511,33,NA,NA,NA,1.1,100,2.9,94.9
2011,11001006900,2343,36.5,118500,1404,593800,69.9,7.1,63.3,29.7
2011,11001007000,2572,32.2,102054,1597,579200,81.9,6,83.3,12.8
2011,11001007100,3103,31.2,39861,395,433800,43.3,47.4,28.2,69.8
2011,11001007200,1863,31.3,80313,1668,392000,65,10,56.4,38.2
2011,11001007301,2842,23.2,66990,2001,NA,36.4,2,68.5,23.9
2011,11001007304,3528,35.7,32000,567,265900,11.9,38.1,1.5,98.5
2011,11001007401,2124,28.4,16000,330,258800,8.6,48,2.5,97.5
2011,11001007403,3442,25.2,31647,938,221300,5.6,30.3,0,98.5
2011,11001007404,3315,24,26681,1071,286600,15.6,41,1.5,98.8
2011,11001007406,3123,22.3,27333,1040,350000,6.8,45.2,0,100
2011,11001007407,2728,29.8,36332,913,261400,15.5,30.6,0.4,99.6
2011,11001007408,3012,25.3,19175,820,472200,4.6,50.7,1.4,97.2
2011,11001007409,3840,25.1,25369,803,318600,7.6,43,0,98.7
2011,11001007502,4302,29.2,31458,830,293100,12.9,41.7,1.2,98.8
2011,11001007503,2427,30.2,30313,953,235500,8.4,43.7,0,100
2011,11001007504,2379,31.6,19519,823,195300,12.7,45,2.5,97.5
2011,11001007601,3820,46,40681,859,284400,13,17.2,2.3,96.6
2011,11001007603,4122,45.8,49458,901,254400,27.4,15.8,6,93
2011,11001007604,3501,46.6,51074,856,414200,28.8,17.3,2.9,95.6
2011,11001007605,3640,41.4,41773,887,257500,17.9,29.9,5.8,94.9
2011,11001007703,5690,29.4,32220,814,235300,12.6,26.7,0.4,98.9
2011,11001007707,3829,34.3,46680,646,247200,16.4,10.9,1.7,98.7
2011,11001007708,2821,33.3,29063,898,217500,15.7,35.5,0.9,98.7
2011,11001007709,1698,39,28490,819,245300,14.9,18.9,5.7,95.9
2011,11001007803,2945,39.7,25577,1019,248300,17.3,25.9,0.9,98.2
2011,11001007804,3020,35.3,26833,578,267100,6.2,28.9,1.2,98.1
2011,11001007806,2341,38.1,42390,849,239500,13.1,20,5.9,94.1
2011,11001007807,2108,36.3,26989,792,185000,4.6,32.9,0.3,99.7
2011,11001007808,3989,23.2,24375,596,230500,7.5,42.6,1.1,97
2011,11001007809,2627,36.8,21332,851,211800,12.1,37.9,1.9,98.1
2011,11001007901,3953,33.2,31765,930,360500,20.2,34.9,7.4,89.1
2011,11001007903,1457,46.5,43000,742,302000,28.9,21.1,8.2,91.2
2011,11001008001,2672,34.7,94931,1353,497200,63.1,12.1,50,42.4
2011,11001008002,3601,34.6,96385,1554,513200,55.4,8.6,54.2,41.5
2011,11001008100,3314,30.7,128523,1450,656900,80.6,5,78.8,18
2011,11001008200,2767,30.8,85484,1454,764700,90.4,11.3,90,4.5
2011,11001008301,2543,31.4,121058,1672,669300,79,10.4,85.3,11.9
2011,11001008302,2233,32.3,96823,1679,621500,89,4.8,82,12.4
2011,11001008402,2183,34.5,64261,1140,563300,56.9,10.8,53.5,44.8
2011,11001008410,1423,35.4,104710,1599,392500,49.4,8.2,23,74.8
2011,11001008701,2046,33.8,54750,1186,401900,32.5,13.3,13.2,87.7
2011,11001008702,1611,35.9,51650,546,360300,25,17,14.5,80.3
2011,11001008802,4388,37.7,41746,945,339600,25.9,30.3,10,85.9
2011,11001008803,2030,22.4,27344,828,236900,19,49.2,34.6,56.6
2011,11001008804,3056,41.3,26615,949,256200,11.4,39.7,3.2,95.9
2011,11001008903,2578,34.2,30020,909,238900,14.2,24.6,2,97.9
2011,11001008904,3354,43.6,27601,735,259600,11.9,28.3,2.2,96.2
2011,11001009000,2793,49.1,32287,337,351600,30.8,16.8,2.3,97.6
2011,11001009102,4827,35.4,31544,631,287200,12.2,30,7.8,91.2
2011,11001009201,1560,25.8,41902,1076,288100,30,21,35.7,62
2011,11001009203,3039,26.3,46159,914,295200,36.7,17.9,15.2,72.3
2011,11001009204,2798,39.5,31290,820,241300,13.9,22.9,8.4,77
2011,11001009301,3009,41.5,75833,1170,409500,53.1,18.9,34.3,61.6
2011,11001009302,1090,42.5,65700,836,391600,32.2,3.1,14.4,76.4
2011,11001009400,3991,44.8,69639,790,380100,35.7,9.8,10.9,85.5
2011,11001009501,6243,22.1,40528,1072,293300,21.5,25.2,29.3,61.4
2011,11001009503,2775,46.5,77451,1364,381100,51.6,16.1,15.9,81.7
2011,11001009504,2996,44.5,52095,882,352200,28.7,14.6,13.7,76.6
2011,11001009505,2533,48.5,66591,1645,356600,35.4,8.8,0.9,88.4
2011,11001009507,1724,46.4,52981,824,331300,28.1,5.7,2.5,95.7
2011,11001009508,3258,40.3,51525,1022,314800,34.2,9.1,3.8,87.6
2011,11001009509,3140,44.9,66341,1520,328700,27.1,4.7,8.2,89.8
2011,11001009601,2874,17.7,45000,546,253600,22,41.3,0,100
2011,11001009602,2792,28.8,25307,809,226400,1.8,39.2,0,100
2011,11001009603,3027,40.3,41898,897,212100,16.6,15.3,2.2,98.3
2011,11001009604,2050,47.8,43588,851,229900,20.8,15.7,1.3,98.9
2011,11001009700,2454,33.3,30821,938,273600,15.4,37.4,0.1,99.4
2011,11001009801,1588,25.4,28900,752,225000,19,47.1,3.1,97.4
2011,11001009802,1288,25.5,24464,717,254900,9,54.9,1.3,98.7
2011,11001009803,2352,31.9,26471,855,275000,11.5,24.1,1.8,98.2
2011,11001009804,2879,27.2,50156,945,228600,13.4,24,4.2,97.9
2011,11001009807,3414,39.4,38500,824,243600,13.6,27.8,2.7,98.2
2011,11001009810,2303,26,26515,802,182600,1.6,34.1,0.7,99.3
2011,11001009811,3859,25.9,25750,704,226000,5.5,42.3,0,100
2011,11001009901,2069,52.7,80036,1085,360700,41.2,8,5.1,94.9
2011,11001009902,2788,45.7,52379,716,248800,30,25.7,5.1,94.6
2011,11001009903,1373,41.1,54667,841,277100,25.2,22.4,2.9,97.1
2011,11001009904,1717,34.5,37931,849,228500,9.5,27.8,0,99.1
2011,11001009905,2544,36.1,36185,871,277200,12.6,20.7,1.3,96.8
2011,11001009906,1516,41.2,40085,824,206400,7.6,14.8,0,100
2011,11001009907,2596,28.9,24459,525,227800,3.1,42.3,0.4,98.1
2011,11001010100,2455,32.7,56771,1223,383300,72.5,14.9,65.2,16.7
2011,11001010200,2616,40.2,76414,1373,326900,73.1,9.4,51.5,44.6
2011,11001010300,3538,38.1,55910,945,401100,38.4,14.2,24.3,57.7
2011,11001010400,3995,35.7,29873,821,276300,17.8,30.6,4.2,94.3
2011,11001010500,4003,36.1,59583,1129,360300,59.8,18.2,41.5,51.1
2011,11001010600,3901,32.4,76680,1992,420900,52.8,16,43.1,51.7
2011,11001010700,2100,27.4,59522,1879,484300,82.1,28.3,73.6,11.2
2011,11001010800,6431,20,13672,1393,264300,83.7,59.7,75.6,11.8
2011,11001010900,3169,24.1,29667,952,144900,17.3,52.9,0.5,99.3
2011,11001011000,3793,49.8,74500,1348,268100,66,18.3,43.7,50.4
2011,11001011100,4655,45.3,60268,811,355100,24.1,13.2,10,86
2012,11001000100,5040,39.4,134712,1831,1000001,89.5,5.9,89.8,1
2012,11001000201,4074,19.5,NA,NA,NA,49.4,100,78.5,9
2012,11001000202,4976,27.1,141603,2001,1000001,91.3,20.7,92.2,3.6
2012,11001000300,5399,32.4,105500,1731,732800,82.9,9.8,90.6,2.5
2012,11001000400,1514,43.9,195938,2001,1000001,82.3,7,89.2,5.8
2012,11001000501,3231,30,80900,1694,632400,86.4,9.1,86.6,4.8
